QuestionID,SourceFolder,Part,Label,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Translation,ImageFile,AudioFile
E5-P5-7,5,5,Question 7,"These two items are __________ in many ways, except their prices are quite different.",alike(正解),likened,like,unlike,A,"兩項產品在很多方面很類似，除了價格相當不同之外。

a. 相像的 (形容詞)

b. 把……比作 (+ to) (動詞)

c. 相像的 (形容詞)

d. 不像、不同 (形容詞)



解析：根據空格前的【be動詞】可得知空格處可填入同為形容詞用法的選項(a)(c)(d)，選項(d)不合題意不合。選項(c)用來比較兩個名詞，如【This item is like that one.這項產品和那項很相像】，比較兩個名詞的用法時選項(a)【alike】必須放在句尾，如【The boss treats everyone alike.老闆對待每個人都一樣】。

而此題句子主詞為These two items (複數的主詞)，並非兩個名詞比較的句型，所以不能用選項(c)的like，而選項(a)的alike符合題意及用法故為正解。",,
E5-P5-8,5,5,Question 8,"Our real __________ is that if we register for official status, we will be a legal company, but we will have to pay way more money.",division,dialog,dilemma(正解),difference,C,"我們真正的困境是如果我們註冊為法定身分，我們將會成為合法公司，但是我們必須付的錢更多。

a. 部門 (名詞)

b. 對話 (名詞)

c. 困境、進退兩難 (名詞)

d. 不同 (名詞)



解析：本句最後兩句【be a legal company成為合法公司】和【pay way more money付更多的錢 】意思相反，表示【他們正在對是否成為法定公司煩惱】，故選(c) 為正解。",,
E5-P5-9,5,5,Question 9,This film documents the life of the man __________ rose to the top of Wall Street.,to whom,whom,who(正解),whoever,C,"這部電影紀錄關於某個男人躍升到華爾街頂端的個人傳記。

a. 介係詞+關係代名詞=關係副詞

b. 關係代名詞(先行詞為人)的主詞用法

c. 關係代名詞(先行詞為人)的主詞用法

d. 無論是誰=【no matter who】(代名詞)



解析：本句為以下兩句【This film documents the life of the man.及The man rose to the top of Wall Street.】的合併句，句中以關係代名詞將兩句連接成一句。句子的先行詞為【人】，因此兩句用【who】連接→【This film documents the life of the man who rose to the top of Wall Street】，故選(c) 為正解。選項(a)(b)皆為受詞用法不合題意；而選項(d)為代名詞，但沒有連接詞功能，不可用來連接這兩個子句。",,
E5-P5-10,5,5,Question 10,"For those who __________ between the regular package and the honeymoon package, please see this chart explaining the differences between the two.",tear,torn,are torn(正解),are tearing,C,"那些對一般套裝及蜜月套裝行程無法取捨的人，請看這張圖表解釋兩者之間的不同。

a. 撕破 (動詞原形)

b. 撕破了(過去分詞)

c. 搭配介係詞用法，見解析

d. 正在撕破(現在進行式)



解析：根據前句關鍵單字【the regular package and the honeymoon package一般套裝及蜜月套裝行程】搭配後句【the differences between the two兩者之間的不同】可判斷空格為在兩者之間選擇的人，故可得知空格可與後方介係詞【between】搭配使用→形容詞片語【be torn between A and B】表【在(兩者)之間左右為難/難以取捨】，故選項(c)符合題意為正解。",,
E5-P5-11,5,5,Question 11,The translation fee is a __________ two dollars per Spanish word.,non-negotiable(正解),non-respectable,non-reusable,non-departmental,A,"這筆翻譯費每個西班牙字兩塊錢是不可議價的。

a. 不可談判的、不可議價的

b. 不尊敬的

c. 不能再使用的

d. 不可細分的



解析：前句關鍵詞【the translation fee翻譯費】和後句【two dollars per Spanish word每西班牙字兩塊錢】，可判斷空格處與翻譯費的價格有關，故選(d)為較符合題意為正解。其餘選項的意思街不合題意。",,
E5-P5-12,5,5,Question 12,"__________ warranty you go with, make sure you think about it carefully first and ensure it's the right one for you.",Whichever(正解),Whenever,Wherever,However,A,"不論你選了哪個保單，必須確保你已經先仔細地考慮並確保這是適合你的。

a. 不論哪一個

b. 不論何時

c. 不論哪裡

d. 不論如何



解析：【疑問詞+ever】為複合關係代名詞。根據本句的關鍵名詞【warranty保單】，【whichever不論哪一個】後接名詞，故選(a)較符合題意。其他選項的意思不符題意。",,
E5-P5-13,5,5,Question 13,All the goods are __________ in this facility until they are ready to be shipped.,storable,storage,storing,stored(正解),D,"所有貨物都被儲存在這個地方直到準備出貨之前。

a. 可儲存的(形容詞)

b. 儲存 (名詞)

c. 儲存 (現在分詞)

d. 儲存 (過去分詞)



解析：主詞【all the goods所有的產品】會被儲存在這個場所，可判斷本句為被動語氣【be+V-pp】，故選項(d)搭配前方動詞【are stored】表被動語氣為正解。",,
E5-P5-14,5,5,Question 14,Joel handed in his letter of __________ with tears in his eyes.,resumption,resignation(正解),dedication,contribution,B,"Joel眼裡含著淚水交出他的辭呈信。

a. 重新開始 (名詞)

b. 辭呈 (名詞)

c. 奉獻(名詞)

d. 貢獻 (名詞)



解析：根據前句動詞【handed in 交出】以及【letter信】，可判斷Joel交出【辭呈信letter of resignation】，故選(b)為正解。其餘選項的意思不合題意。",,
E5-P5-15,5,5,Question 15,Parents with baby __________ are asked to use the elevator in the metro station.,saddles,strollers(正解),sitters,stretchers,B,"在捷運站裡，有帶嬰兒摺疊車的家長被請去使用電梯。

a. 車座

b. 摺疊式嬰兒車

c. 保母

d. 撐具、擔架



解析：根據關鍵詞【use the elevator使用電梯】搭配【in the metro station在捷運站】，可判斷是有主詞為帶嬰兒車的家長被請去使用捷運站裡的電梯，故選(b)為正解。",,
E5-P5-16,5,5,Question 16,"How __________ you pay us half of the total cost now, and half when the project is finished?",can,much,about(正解),ever,C,"你認為我們現在先付總費用的一半，然後當計畫完成後再付另外一半如何？

a. 可以(助動詞)

b. 【how much】表【某物的數量】

c. 【how about +S+V】表【建議做某事】

d. 無此用法，【ever】表【曾經】



解析：疑問詞【how】意在詢問【方式/方式】，但後句句意已經提供付費的方法，故可判斷以【疑問詞how】詢問不合題意，故選項(a)不符；選項(b)【how much】表【多少…】不符題意；而選項(c)【how about】表【建議做某事】時使用，故選(c)較其他選項符合題意為正解。",,
E5-P5-17,5,5,Question 17,Please __________ in mind that this letter is only a conditional acceptance; you still need to pay your tuition fees to get official acceptance.,barren,bare,barely,bear(正解),D,"請記住這封信只是有條件的錄取；你必須付學費才能正式錄取。

a. 荒廢的 (形容詞)

b. 裸的 (形容詞)

c. 幾乎不 (副詞)

d. 動詞片語，請見解析



解析：前句【Please】為命令句後需接【原形動詞】，根據空格後方關鍵單字【in mind】可判斷片語【bear in mind】表【記住】，故選(d)符合用法為正解。",,
E5-P5-18,5,5,Question 18,"I'm willing __________ flexible on this matter if you are, too.",to being,to have been,to not be,to be (正解),D,"如果你也願意，我願意在此事情上讓步。

a. 無此用法

b. 不定詞+完成式

c. 不定詞+否定詞+Be動詞原形

d. 不定詞+Be動詞原形



解析：根據空格前方的關鍵字【be willing】可知本處為片語【be willing to願意去…】後接【原形動詞】。而空格後方的【flexible有彈性的、可變通的】為形容詞，因此形容詞前需加【be動詞】故選(d)為正解。其他選項不符合用法。",,
E5-P5-19,5,5,Question 19,"I __________ like to speak with the human resource manager, please.",could,should,would(正解),could not,C,"不好意思，我想要和人事經理談話。

a. 可以、會、可能 (can的過去助動詞)

b. 應該 (助動詞)

c. 搭配like使用，請見解析

d. 不能夠 (can的過去助動詞的否定用法)



解析：動詞【would like】後需接【to+原形動詞】表【想要】故選(c)為正解。",,
E5-P5-20,5,5,Question 20,Our main priority at the moment is to get our website __________ and running ASAP.,high,tall,up (正解),strong,C,"目前我們主要優先考量是讓我們的網站可以盡快的運作。

a. 高的 (形容詞)

b. 高的(形容詞)

c. 上面 (介詞)

d. 強壯的 (形容詞)



解析：根據前句【main priority主要優先考量】和後句的關鍵詞【ASAP (as soon as possible縮寫)】表示【盡快】，可判斷句子優先的考量是能讓網站能盡快開始運轉，故選項(c)【get something up and running】表【快速實現並運行】符合題意為正解。",,
E5-P5-21,5,5,Question 21,Do you have any __________ questions before we finish?,farther,former,further(正解),future,C,"在我們結束前，你有任何其他問題嗎？

a. 更遠的(距離)(形容詞)

b. 先者(名詞)

c. 更進一步的(程度)(形容詞)

d. 未來(名詞)



解析：far 之形容詞比較級有兩個，【farther 譯成更遠的】，形容實際距離，【further譯成更進一步的】，比喻意義上的距離或深度，如時間、程度和數量等，根據空格處用來修飾後句的名詞【question問題】，可判斷為事情的程度，故選(c) 較符合題意。",,
E5-P5-22,5,5,Question 22,Don't worry. I'll __________ your concerns to the relevant authority.,shoot,straight,forward(正解),advance,C,"別擔心。我會把你關心的事情轉述至相關單位。

a. 發射 (動詞)

b. 直接的 (形容詞)

c. 轉述 (動詞)

d. 預付 (動詞)





解析：根據關鍵詞【concerns 關心的事情】和【relevant authority 責任單位】，可判斷主詞會將受詞you所關心的事情轉述至權責單位，故選(c)為正解。",,
E5-P5-23,5,5,Question 23,Mr. Prahad is the __________ of regional sales in South Asia and the Middle East.,director(正解),direction,directory,direct,A,"Prahad先生是南亞與中東的區域業務長。

a. 經理、處長 (名詞)

b. 方向 (名詞)

c. 姓名住址簿、工商名錄 (名詞)

d. 管理 (動詞)



解析：本句的定冠詞【the】後接【名詞】，加上關鍵詞【regional sales區域業務】和主詞為【Prahad先生】，可判斷空格指的是主詞Prahad先生的職位，故選(a)較符合題意，其他選項不合題意。",,
E5-P5-24,5,5,Question 24,"Our tickets may not be the cheapest, __________ we offer flights to more destinations than any other airline.",between,because,before,but(正解),D,"我們的票可能不是最便宜的，但是我們比起其它他航空公司提供更多的目的地。

a. 在…..之間 (介詞)

b. 因為 (連接詞)

c. 在…之前 (連接詞)

d. 但是 (連接詞)



解析：本句前後兩句語意相反，前句【may not be the cheapest可能不是最便宜的】後句【offer flights to more destinations提供更多的目的地】前後兩句的語氣相反，需選擇可連接相反語氣的連接詞，故選(d)表【但是】為正解。",,
E5-P5-25,5,5,Question 25,"After a __________ discussion on the matter with Kate, I'm convinced that she is right.",though,thought,thorough(正解),throughout,C,"與凱蒂仔細地討論關於這件事情後，我確信她是對的。

a. 雖然 (連接詞)

b. 想法 (名詞)

c. 徹底的、仔細的 (形容詞)

d. 遍及 (介詞)



解析：根據空格後方的名詞【discussion討論】可得知空格為形容詞用法，用來修飾後方的名詞，故唯一的形容詞選項(c)為正解。",,
E5-P5-26,5,5,Question 26,Let me begin __________ explaining how our company was founded.,by (正解),before,while,about,A,"起頭先讓我說明我們公司如何建立。

a. 藉由…(方法)(介係詞)

b. 在…之前(副詞連接詞)

c. 正當…時(副詞連接詞)

d. 關於、大約、大概(介係詞)



解析：介系詞【by】表【藉由…(方式)】的意思，根據關鍵單字【explaining說明】，可判斷主詞要【藉由公司如何建立的這件事開始說明起】開始，故選(a)為正解。",,
E5-P5-27,5,5,Question 27,"For a full refund, just send the product in its original __________ back to this address.",boxing,texting,packaging(正解),gifting,C,"若要全額退款，你只要把原裝產品寄到這個地址即可。

a. 裝箱

b. 傳文字訊息

c. 包裝

d. 禮品



解析：從受詞【product 產品】搭配【to this address】，可判斷是指產品被寄送到某住址，且根據空格前的形容詞【original原來的】可得知產品被裝回【原來的包裝】寄送到某住址，故選(c)較符合題意為正解。",,
E5-P5-28,5,5,Question 28,"Please review the contract, sign it, and get it back to me by tomorrow at __________.",the last,the latest(正解),latest,the most,B,"請再檢查合約，簽署後最晚明天交回給我。

a. 最後的

b. 最遲地、最晚地

c. 最新的 

d. 最多的



解析：形容詞或副詞最高級前面要加【the】定冠詞，根據關鍵詞【tomorrow明天】，只有【the latest最遲的】符合句義，故選(b)為正解。",,
E5-P5-29,5,5,Question 29,The __________ has been on the increase since the heavy rain came to an end yesterday.,Celsius,Fahrenheit,temperature(正解),degrees,C,"自從昨天大雨過後，氣溫已在上升中。

a. 攝氏溫標

b. 華氏溫標

c. 氣溫

d. 度數、學位、等級



解析：根據前句關鍵詞【on the increase上升中】以及後句的【heavy rain came to an end 大雨過後】，可判斷是【氣溫】正在上升，故選(c)為正解。",,
E5-P5-30,5,5,Question 30,This service allows you to compare prices __________ any product from various online boutiques.,to,from,about,on(正解),D,"這一項服務可以讓你在各大網路精品店上比較任何商品的價格。

a. 往、去 (介詞)

b. 自從… (介詞)

c. 大約 (介詞)

d. (無生命所有格)…的 (介詞)



解析：根據空格前後的名詞【prices價格】與【any product任何產品】可得知本句在比較【產品的價格】故選項(d)符合題意為正解。",,
E5-P6-1,5,6,Question 1,[Refer to Group Content],there was report,it was reported(正解),the report about,a news report,B,"a. 有份報告 

b. 據報告

c. 報告有關 

d. 一則新聞報導",,
E5-P6-2,5,6,Question 2,[Refer to Group Content],sow,stow(正解),sew,slow,B,"a. 播種(動詞) 

b. 儲放(動詞)

c. 縫製、縫補(動詞) 

d. 慢的(形容詞)",,
E5-P6-3,5,6,Question 3,[Refer to Group Content],We believe that $20 is a reasonable fee for this convenient service.,"If you need an ATM, the nearest one is in front of the Dominion Star bank in nearby Cale Village.  (正解)","If you need a family changing room, follow the hallway past the regular changing rooms and turn right.",You can pay your bill after you enjoy your day at the Bali Fun Coast Waterpark.,B,"A. 我們相信$20是這個便捷服務的合理費用。 

B. 如果你需要自動取款機，最近的是在附近凱爾村的多米寧星銀行前。

C. 如果你需要一個家庭更衣室，沿著走廊過了一般的更衣室再右轉。

D. 您可以在享受巴里島歡樂海岸水上樂園的一天後再支付您的帳單。",,
E5-P6-4,5,6,Question 4,[Refer to Group Content],have never received(正解),didn't receive,received,will not have received,A,"a. 從未接受(現在完成式)

b. 沒有收到(過去式的否定)

c. 接受(過去式動詞) 

d. 將不會收到(未來完成式)",,
E5-P6-5,5,6,Question 5,[Refer to Group Content],take,took,to take,taking(正解),D,"a. 上…(課程)(原型動詞) 

b. 上…(課程)(過去式動詞)

c. 上…(課程)(不定詞)

d. 上…(課程) (現在分詞)",,
E5-P6-6,5,6,Question 6,[Refer to Group Content],In the order of,In order to(正解),For ordering to,By order of,B,"a. 以…的順序 

b. 為了…(目的) 

c. 為了訂購(某物) 

d. 依…的指令",,
E5-P6-7,5,6,Question 7,[Refer to Group Content],That way you won't forget it. (正解),Please email us with all the details.,Don't forget to include your postal code.,We only accept applications by email.,A,"A. 這樣您就不會忘記。

B. 請將所有細節發電子郵件給我們。

C. 不要忘了包含您的郵遞區號。

D. 我們只用電子郵件接受申請。",,
E5-P6-8,5,6,Question 8,[Refer to Group Content],Finishing,Overtime,The end,Finally(正解),D,"a. 結果(動名詞)

b. 加班(副詞) 

c. 結束(名詞) 

d. 最後(副詞)",,
E5-P6-9,5,6,Question 9,[Refer to Group Content],compare,match(正解),fit,supply,B,"a. 比較 (形容詞)

b. 同等於(搭配句意) (動詞)

c. 適合 (形容詞)

d. 供應 (動詞、名詞)",,
E5-P6-10,5,6,Question 10,[Refer to Group Content],"We may not be the cheapest, but we offer the best quality.",The United Kingdom offers countless interesting experiences.,Our airline has been operating for over 30 years.,"If you are short on ideas, how about the following?(正解)",D,"A. 我們也許不是最便宜的，但我們提供最好的品質。

B. 英國提供了無數件有趣的經歷。

C. 我們的航空公司已經營運了30多年。

D. 如果您沒什麼想法，以下的如何？",,
E5-P6-11,5,6,Question 11,[Refer to Group Content],to,about,for(正解),at,C,"a. 不定詞 (後接原型動詞) 

b. 關於…、大約、大概

c. 因為…(原因) 

d. 在…(地方介係詞)",,
E5-P6-12,5,6,Question 12,[Refer to Group Content],explanations,invitations,relations,limitations(正解),D,"a. 說明 (名詞)

b. 邀請 (名詞)

c. 關係 (名詞)

d. 限制 (名詞)",,
E5-P6-13,5,6,Question 13,[Refer to Group Content],saying,expression,sentence,quote(正解),D,"a. 說法

b. 表達

c. 句子

d. 引言",,
E5-P6-14,5,6,Question 14,[Refer to Group Content],perfection(正解),perfected,perfect,perfectly,A,"a. 完美(形容詞/動詞)

b. 完美的(形容詞)

c. 完美作品(名詞)

d. 完美地(副詞)",,
E5-P6-15,5,6,Question 15,[Refer to Group Content],Should you skip this upgrade?,Is this upgrade worth the money?(正解),Is this program difficult to use?,Is it time to upgrade your computer?,B,"A.  您該忽略這個升級嗎?

B.  這個升級物超所值嗎?

C.  這個程式很難用嗎?

D.  是時候升級您的電腦了嗎?",,
E5-P6-16,5,6,Question 16,[Refer to Group Content],other(正解),others,the other,another,A,"a. 其他的 (後接名詞) (形容詞)

b. 其他的事物 (代名詞)

c. 剩下的 (形容詞)

d. 另一個的 (形容詞)",,
E5-P7-1,5,7,Question 1,Which of these adjectives would best describe Barky?,Timid,Unstable,Active(正解),Lonely,C,"以下哪個形容詞最適合用來形容Barky？

a. 害羞

b. 不穩定

c. 活潑

d. 孤單",,
E5-P7-2,5,7,Question 2,What information was left out of the dogsitting ad?,The breed of the dog.,Specifics about payment.(正解),The length of the job.,Contact information.,B,"此廣告並未提及下列何項資訊？

a. 狗的品種

b. 薪資的細節

c. 狗保母的工作日期

d. 聯絡資料",,
E5-P7-3,5,7,Question 3,"According to her e-mail, what conclusion can be drawn regarding Lasheequa?",She is knowledgeable about dogs.(正解),She especially loves black labs.,She has a flexible work schedule.,She needs this job to earn extra money.,A,"根據Lasheequa 的回信，我們可以得知下列何項結論？

a. 她很了解狗

b. 她特別喜歡黑色拉布拉多

c. 她工作時間非常彈性

d. 她需要這份工作來賺外快",,
E5-P7-4,5,7,Question 4,"According to Lasheequa, what may prevent her from taking in Barky?",Her location.,Her dog.(正解),Her grandchild.,Her health.,B,"根據Lasheequa 的回信，下列何項原因可能使她無法照顧Barky？

a. 她住家地點

b. 她的狗

c. 她的孫女

d. 她的健康",,
E5-P7-5,5,7,Question 5,What can we infer from the contract?,There were some serious negotiations over the price.,The dogsitter agreed to come to the dog owner's home.,Not all of the dog owner's requests were met.,Barky and Baxter got along when they met. (正解),D,"我們可以從合約中推論出以下何者？

a. 兩方對價格有激烈的協商。

b. 寵物保姆同意去主人的家。

c. 不是所有的主人的要求都可以達成。

d. Barky與Baxter一碰面就很合拍。",,
E5-P7-6,5,7,Question 6,How much would it cost for two people to get one table from 5:00 p.m. to 6:00 p.m. on Sunday?,$7.50.,$2.50.(正解),$5.,$7.,B,"週日下午5點到6點二個人一桌要多少錢？

a. 7.5美元。

b. 2.5美元。

c. 5美元。

d. 7美元。",,
E5-P7-7,5,7,Question 7,How much would it cost for five people to get one table from 7:30 p.m. to 9:30 p.m. on Tuesday?,$10.,$12.(正解),$17.,None of the above.,B,"週二晚上7點半到9點半五個人一桌要多少錢？

a. 10美元。

b. 12美元。

c. 17美元。

d. 以上皆非。",,
E5-P7-8,5,7,Question 8,Which of the following is true about the job being advertised?,Only employees who work at the Health Services Center already can apply. (正解),The position starts on 1 May 2015.,The candidate must have been working at the Health Services Center for 5 years.,The candidate must have formal management training.,A,"有關以上公布的工作訊息以下選項何者正確？

A. 只有已經在衛生服務中心工作的員工可以申請。

B. 到職日於2015年5月1日。

C. 候選人必須已在衛生服務中心工作了5年。

D. 候選人必須有正規的管理培訓。",,
E5-P7-9,5,7,Question 9,What do we know about the salary?,This is a volunteer position so there is no salary.,The employee shall be paid on an hourly basis.,The salary will get higher with every year of employment.,The salary depends on the applicant's qualifications. (正解),D,"以下關於薪資的內容何者正確？

A. 這是一個義工的職位，所以沒有薪水。

B. 員工應當按小時支付。

C. 將會每年調薪。

D. 薪資取決於申請人的資格。",,
E5-P7-10,5,7,Question 10,Who referred Simone Lamont for the position of Manager of Patient Care: Mental Health Issues?,Her former boss.,Her friend.,Her former coworker.(正解),Her current employer.,C,"誰推薦Simone Lamont精神疾病科:病人護理主管的職位？

A. 她的前雇主。

B. 她的朋友。

C. 她的前同事。

D. 她現在的雇主。",,
E5-P7-11,5,7,Question 11,"According to Brenda Shape's email, what do we know about Faruq Sleiman?",He has a strong reputation in the mental health industry. (正解),He's not a reliable reference.,"He currently works for the Mental Health Facility of the Health Services Center in Springfield, Illinois.",He is good friends with Brenda.,A,"根據Brenda Shape的電子郵件，關於Faruq Sleiman我們知道什麼？

A. 他在精神疾病科業界有良好聲譽。

B. 他不是一個可靠的推薦人。

C. 他目前在伊利諾伊州，斯普林菲爾德的衛生服務中心精神疾病科工作。

D. 他是Brenda的好朋友。",,
E5-P7-12,5,7,Question 12,What will each of the four shortlisted candidates have to do next?,Submit a full CV.,Conduct a stage 1 interview with Brenda Shape.,Conduct a stage 2 interview with Mrs. Kent. (正解),Conduct a 4-person group interview.,C,"四位最後的候選人下一步要做什麼？

A. 提交完整的履歷。

B. 與Brenda Shape進行第1階段的面試。

C. 與Kent夫人進行第2階段的面試。

D. 進行4人集體面試。",,
E5-P7-13,5,7,Question 13,What is this passage?,A section from a magazine article about housekeeping.,A letter of recommendation.,A help wanted ad.(正解),A user's guide to housecleaning.,C,"這段內容是什麼？

a. 雜誌裡一段關於管家的文章。

b. 推薦函。

c. 徵人廣告。

d. 打掃房屋指南。",,
E5-P7-14,5,7,Question 14,What task is the housekeeper expected to do?,Clean the house every day of the week.,Go grocery shopping almost every morning.,Wear a formal uniform.,Feed the dogs.(正解),D,"管家被要指望做什麼事？

a. 一週裡每天必須打掃房子。

b. 每天早上去採買雜貨。

c. 穿正式制服。

d. 餵狗。",,
E5-P7-15,5,7,Question 15,Why can't the house owners do weekday grocery shopping?,Because they have business meetings early on all weekdays.,Because they have to feed the dogs on those days.,Because their work schedule has been demanding lately.(正解),Because they can only shop at night.,C,"房子的主人為什麼平日沒辦法去採購雜貨？

a. 因為他們平日每天一大早要開業務會議。

b. 因為他們這些日子必須餵狗。

c. 因他們最近工作很忙。

d. 因為他們只能在晚上採買。",,
E5-P7-16,5,7,Question 16,"In which of the positions marked (1), (2), (3), and (4) does the following sentence belong? 

""We will leave a list of items on Tuesday and Thursday mornings.""",(1),(2),(3)(正解),(4),C,"以下的句子在文章所標示 (1), (2), (3), 和 (4) 的位置中，應被放在哪裡?



「我們會在禮拜二跟禮拜四早上留下採購清單。」



a. (1)

b. (2) 

c. (3)

d. (4)",,
E5-P7-17,5,7,Question 17,What's the primary complaint addressed in Mr. Boucher's e-mail?,His cheeseburger didn't have any pickles in it.,He was forced to leave the restaurant.,He was spoken to in a rude manner.(正解),He wasn't allowed to exchange his meal.,C,"Boucher先生信中主要的客訴為何？

a. 他的起司漢堡裡沒有酸黃瓜

b. 他被要求離開餐廳

c. 餐廳員工對他無禮

d. 他無法更換餐點",,
E5-P7-18,5,7,Question 18,Which of the following statements is correct?,Mr. Boucher goes to Burger Banshee almost every Tuesday.,Mr. Boucher has been a Burger Banshee customer for many years.(正解),Mr. Boucher is seeking a complete refund for his purchase.,Mr. Boucher noticed that none of the staff were wearing name tags.,B,"下列何項敘述正確？

a. Boucher先生幾乎每個星期二都去Banshee漢堡

b. Boucher先生多年以來長期支持Banshee漢堡

c. Boucher先生要求將他的漢堡退費

d. Boucher先生發現所有員工都沒有別上名牌",,
E5-P7-19,5,7,Question 19,How would the tone of Mr. Boucher's e-mail be best described?,Furious,Disappointed(正解),Rude,Apologetic,B,"以下哪個詞彙最適合形容Boucher先生信件的語氣？

a. 暴怒的

b. 失望的

c. 無禮的

d. 感到抱歉的",,
E5-P7-20,5,7,Question 20,Which of the following measures was taken to appease Mr. Boucher?,The offending employee was suspended.,A full refund was provided.,A cash settlement was reached.,An apology was issued.(正解),D,"餐廳使用下列何種方法平息Boucher先生的怒氣？

a. 無禮的員工被停職

b. 全額退費

c. 發出罰金

d. 發出正式道歉 



解說：根據回信第一段最後一句he is no longer a member of the Burger Banshee family.該員工是被解雇，而不是停職，故A選項不可選。而回信一開始就正式道歉，故D選項為正確答案。",,
E5-P7-21,5,7,Question 21,Which of the following limitations apply to the gift certificate?,It has to be used within the calendar year.,It must be used to purchase food.,It must be used in the state it was issued.(正解),It has to be used on a weekday.,C,"以下限制是使用禮券時必須注意的？

a. 有效期限為一年

b. 只適用於餐點

c. 適用於發行州

d. 只適用於周間",,
E5-P7-22,5,7,Question 22,"In which of the positions marked (1), (2), (3), and (4) does the following sentence best belong? 

""If you have already checked in your baggage but need to add an oversized laptop to it, please make an inquiry at the counter where you checked in.""",(1),(2),(3),(4)(正解),D,"以下的句子在文章所標示 (1), (2), (3), 和 (4) 的位置中，應被放在哪裡?



""如果您已經托運您的行李，但需要加增加一個過大的筆記本電腦，請向您的登記櫃檯查詢。""



a. (1)

b. (2) 

c. (3)

d. (4)",,
E5-P7-23,5,7,Question 23,What should a passenger do if his or her laptop is too big?,Inform airport personnel.,Put it in a special container.,Wait at the security gate.,Put it in his or her checked baggage.(正解),D,"如果乘客的筆記型電腦太大他們該怎麼辦？

a. 告知機場人員。

b. 把它放在一個專用容器內。

c. 在安檢門等候。

d. 把它放進他們的托運行李內。",,
E5-P7-24,5,7,Question 24,For what reason might travelers undergo additional screening?,If they possess aerosol cans.,If they have a child under three years of age.,If their laptops are over 10 x 15 inches in size.,If metal is identified in the initial screening.(正解),D,"出於什麼原因旅客可能要接受額外的仔細檢查？

a. 如果他們持有噴霧罐。

b. 如果他們有一名三歲以下的小孩。

c. 如果他們的筆記型電腦的尺寸超過10乘以15英寸。

d. 如果初次檢查有金屬反應。",,
E5-P7-25,5,7,Question 25,In what way are these movies alike?,They are all comedies.,They all involve males playing females.(正解),They are all excellent movies.,They are all dramas.,B,"這幾部電影什麼地方相似？

a. 他們全都是喜劇片。

b. 他們全部都有男性反串成女性的情節。

c. 他們全都是相當棒的電影。

d. 他們全都是戲劇片。",,
E5-P7-26,5,7,Question 26,"If a viewer does not like heavy emotion, drama, or horror, which movie might be best?",Closer,Can't Go Back.,Sister?!(正解),Sam to Sarah.,C,"如果有觀眾不喜歡看沉重情感、劇情，或恐怖片的話，哪部電影可能最適合他？

a. 終結。

b. 木已成舟。

c. 家有老妹。

d. 山姆變莎拉。",,
E5-P7-27,5,7,Question 27,Where might you see this information?,In an instruction manual for a desk.,On a website that sells office stationery.,In a how-to section of a magazine.(正解),In a technical paper about architecture.,C,"你可能在哪裡可以看得到這個資訊？

a. 書桌的使用說明書。

b. 賣辦公文具用品的網站。

c. 雜誌上的教學指南。

d. 建築有關的技術文件。",,
E5-P7-28,5,7,Question 28,What is an appropriate heading for this passage?,The benefits of a clean house.,Steps for improving sleeping habits.,The best new furniture on the market.,Get rid of that excess dust.(正解),D,"什麼樣的標題適合這則短文？

a. 房子乾淨的益處。

b. 改善睡眠習慣的步驟。

c. 市面上最好的新傢俱。

d. 去除多餘的灰塵。",,
E5-P7-29,5,7,Question 29,What does the author think is most important?,Keeping linens and blankets washed.(正解),Throwing away things you don't use.,Mopping the floor.,Vacuuming at least twice per week.,A,"作者認為什麼是最重要的？

a. 時常清洗床單和被子。

b. 丟掉你用不到的東西。

c. 拖著地板。

d. 一個禮拜至少用吸塵器吸地板兩次。",,
E5-P7-30,5,7,Question 30,How many nights does Mr. Wang's party intend to stay at the hotel?,1 night.,2 night.(正解),3 night.,He did not specify.,B,"王先生一行人預計在飯店待幾晚？

a. 一晚

b. 兩晚

c. 三晚

d. 他並未提及此部分",,
E5-P7-31,5,7,Question 31,Which of the following is not a concern expressed by Mr. Wang?,The number of beds per room.(正解),The location of the hotel.,Getting a group discount.,The availability of dining facilities.,A,"以下選項何者並非王先生提及的考量？

a. 每間房間的床數

b. 飯店地點

c. 是否提供團體優惠

d. 慶祝晚會舉辦之相關問題",,
E5-P7-32,5,7,Question 32,Why did Mr. Wang decide on this particular hotel?,It got a good online review.,The groom requested it.,He saw an ad in a magazine.,A co-worker recommended it.(正解),D,"為什麼王先生會選擇這間飯店？

a. 此飯店網路評價良好

b. 應新郎要求

c. 他在雜誌上看見廣告

d. 同事曾經提過",,
E5-P7-33,5,7,Question 33,"If Mr. Wang's party books this hotel, what floor will they be staying on?",They will stay on the 12th floor.,They will stay on the 13th floor.,This has yet to be determined.(正解),They will be split between the 12th and 13th floors.,C,"若王先生一行人入宿此飯店，他們的房間將位於何樓層呢？

a. 12樓

b. 13樓

c. 尚未確認房間樓層

d. 12樓及13樓",,
E5-P7-34,5,7,Question 34,Which of the following incentives was NOT mentioned by Mrs. Kowalski?,A free shuttle service to the casinos.,Free drinks with dinner.,A discount for booking early.,A free ride to the airport.(正解),D,"Kowalski女士並未提及以下哪項優惠？

a. 主要賭場免費接駁

b. 於慶祝晚會上提供免費飲料

c. 提早訂房將享有優惠

d. 機場免費接駁一趟",,
